,Country Name,Indicator Name,Year,Value
413,IBRD only,"GNI per capita, PPP (current international $)",1952,
414,IBRD only,"Gross enrollment ratio, primary, both sexes (%)",1952,
415,IBRD only,"Gross enrolment ratio, secondary, both sexes (%)",1952,
416,IBRD only,High-technology exports (% of manufactured exports),1952,
417,IBRD only,Imports of goods and services (% of GDP),1952,
418,IBRD only,Income share held by lowest 20%,1952,
419,IBRD only,"Industry, value added (% of GDP)",1952,
420,IBRD only,"Inflation, GDP deflator (annual %)",1952,
421,IBRD only,Internet users (per 100 people),1952,
422,IBRD only,"Life expectancy at birth, total (years)",1952,
423,IBRD only,Military expenditure (% of GDP),1952,
424,IBRD only,Mobile cellular subscriptions (per 100 people),1952,
425,IBRD only,Net lending (+) / net borrowing (-) (% of GDP),1952,
426,IBRD only,Population density (people per sq. km of land area),1952,
427,IBRD only,"Prevalence of HIV, total (% of population ages 15-49)",1952,
428,IBRD only,"Revenue, excluding grants (% of GDP)",1952,
429,IBRD only,"Services, etc., value added (% of GDP)",1952,
430,IBRD only,Tax revenue (% of GDP),1952,
431,IBRD only,Time required to start a business (days),1952,
432,IDA & IBRD total,"Agriculture, value added (% of GDP)",1952,
433,IDA & IBRD total,CO2 emissions (metric tons per capita),1952,
434,IDA & IBRD total,Domestic credit provided by financial sector (% of GDP),1952,
435,IDA & IBRD total,Electric power consumption (kWh per capita),1952,
436,IDA & IBRD total,Energy use (kg of oil equivalent per capita),1952,
437,IDA & IBRD total,Exports of goods and services (% of GDP),1952,
438,IDA & IBRD total,"Fertility rate, total (births per woman)",1952,
439,IDA & IBRD total,GDP growth (annual %),1952,
440,IDA & IBRD total,"GNI per capita, PPP (current international $)",1952,
441,IDA & IBRD total,"Gross enrollment ratio, primary, both sexes (%)",1952,
442,IDA & IBRD total,"Gross enrolment ratio, secondary, both sexes (%)",1952,
443,IDA & IBRD total,High-technology exports (% of manufactured exports),1952,
444,IDA & IBRD total,Imports of goods and services (% of GDP),1952,
445,IDA & IBRD total,Income share held by lowest 20%,1952,
446,IDA & IBRD total,"Industry, value added (% of GDP)",1952,
447,IDA & IBRD total,"Inflation, GDP deflator (annual %)",1952,
448,IDA & IBRD total,Internet users (per 100 people),1952,
449,IDA & IBRD total,"Life expectancy at birth, total (years)",1952,
450,IDA & IBRD total,Military expenditure (% of GDP),1952,
451,IDA & IBRD total,Mobile cellular subscriptions (per 100 people),1952,
452,IDA & IBRD total,Net lending (+) / net borrowing (-) (% of GDP),1952,
453,IDA & IBRD total,Population density (people per sq. km of land area),1952,
454,IDA & IBRD total,"Prevalence of HIV, total (% of population ages 15-49)",1952,
455,IDA & IBRD total,"Revenue, excluding grants (% of GDP)",1952,
456,IDA & IBRD total,"Services, etc., value added (% of GDP)",1952,
457,IDA & IBRD total,Tax revenue (% of GDP),1952,
458,IDA & IBRD total,Time required to start a business (days),1952,
459,IDA blend,"Agriculture, value added (% of GDP)",1952,
460,IDA blend,CO2 emissions (metric tons per capita),1952,
461,IDA blend,Domestic credit provided by financial sector (% of GDP),1952,
462,IDA blend,Electric power consumption (kWh per capita),1952,
463,IDA blend,Energy use (kg of oil equivalent per capita),1952,
464,IDA blend,Exports of goods and services (% of GDP),1952,
465,IDA blend,"Fertility rate, total (births per woman)",1952,
466,IDA blend,GDP growth (annual %),1952,
467,IDA blend,"GNI per capita, PPP (current international $)",1952,
468,IDA blend,"Gross enrollment ratio, primary, both sexes (%)",1952,
469,IDA blend,"Gross enrolment ratio, secondary, both sexes (%)",1952,
470,IDA blend,High-technology exports (% of manufactured exports),1952,
471,IDA blend,Imports of goods and services (% of GDP),1952,
472,IDA blend,Income share held by lowest 20%,1952,
473,IDA blend,"Industry, value added (% of GDP)",1952,
474,IDA blend,"Inflation, GDP deflator (annual %)",1952,
475,IDA blend,Internet users (per 100 people),1952,
476,IDA blend,"Life expectancy at birth, total (years)",1952,
477,IDA blend,Military expenditure (% of GDP),1952,
478,IDA blend,Mobile cellular subscriptions (per 100 people),1952,
479,IDA blend,Net lending (+) / net borrowing (-) (% of GDP),1952,
480,IDA blend,Population density (people per sq. km of land area),1952,
481,IDA blend,"Prevalence of HIV, total (% of population ages 15-49)",1952,
482,IDA blend,"Revenue, excluding grants (% of GDP)",1952,
483,IDA blend,"Services, etc., value added (% of GDP)",1952,
484,IDA blend,Tax revenue (% of GDP),1952,
485,IDA blend,Time required to start a business (days),1952,
486,IDA only,"Agriculture, value added (% of GDP)",1952,
487,IDA only,CO2 emissions (metric tons per capita),1952,
488,IDA only,Domestic credit provided by financial sector (% of GDP),1952,
489,IDA only,Electric power consumption (kWh per capita),1952,
490,IDA only,Energy use (kg of oil equivalent per capita),1952,
491,IDA only,Exports of goods and services (% of GDP),1952,
492,IDA only,"Fertility rate, total (births per woman)",1952,
493,IDA only,GDP growth (annual %),1952,
494,IDA only,"GNI per capita, PPP (current international $)",1952,
495,IDA only,"Gross enrollment ratio, primary, both sexes (%)",1952,
496,IDA only,"Gross enrolment ratio, secondary, both sexes (%)",1952,
497,IDA only,High-technology exports (% of manufactured exports),1952,
498,IDA only,Imports of goods and services (% of GDP),1952,
499,IDA only,Income share held by lowest 20%,1952,
500,IDA only,"Industry, value added (% of GDP)",1952,
501,IDA only,"Inflation, GDP deflator (annual %)",1952,
502,IDA only,Internet users (per 100 people),1952,
503,IDA only,"Life expectancy at birth, total (years)",1952,
504,IDA only,Military expenditure (% of GDP),1952,
505,IDA only,Mobile cellular subscriptions (per 100 people),1952,
506,IDA only,Net lending (+) / net borrowing (-) (% of GDP),1952,
507,IDA only,Population density (people per sq. km of land area),1952,
508,IDA only,"Prevalence of HIV, total (% of population ages 15-49)",1952,
509,IDA only,"Revenue, excluding grants (% of GDP)",1952,
510,IDA only,"Services, etc., value added (% of GDP)",1952,
511,IDA only,Tax revenue (% of GDP),1952,
512,IDA only,Time required to start a business (days),1952,
513,IDA total,"Agriculture, value added (% of GDP)",1952,
514,IDA total,CO2 emissions (metric tons per capita),1952,
515,IDA total,Domestic credit provided by financial sector (% of GDP),1952,
516,IDA total,Electric power consumption (kWh per capita),1952,
517,IDA total,Energy use (kg of oil equivalent per capita),1952,
518,IDA total,Exports of goods and services (% of GDP),1952,
519,IDA total,"Fertility rate, total (births per woman)",1952,
520,IDA total,GDP growth (annual %),1952,
521,IDA total,"GNI per capita, PPP (current international $)",1952,
522,IDA total,"Gross enrollment ratio, primary, both sexes (%)",1952,
523,IDA total,"Gross enrolment ratio, secondary, both sexes (%)",1952,
524,IDA total,High-technology exports (% of manufactured exports),1952,
525,IDA total,Imports of goods and services (% of GDP),1952,
526,IDA total,Income share held by lowest 20%,1952,
527,IDA total,"Industry, value added (% of GDP)",1952,
528,IDA total,"Inflation, GDP deflator (annual %)",1952,
529,IDA total,Internet users (per 100 people),1952,
530,IDA total,"Life expectancy at birth, total (years)",1952,
531,IDA total,Military expenditure (% of GDP),1952,
532,IDA total,Mobile cellular subscriptions (per 100 people),1952,
533,IDA total,Net lending (+) / net borrowing (-) (% of GDP),1952,
534,IDA total,Population density (people per sq. km of land area),1952,
535,IDA total,"Prevalence of HIV, total (% of population ages 15-49)",1952,
536,IDA total,"Revenue, excluding grants (% of GDP)",1952,
537,IDA total,"Services, etc., value added (% of GDP)",1952,
538,IDA total,Tax revenue (% of GDP),1952,
539,IDA total,Time required to start a business (days),1952,
540,Late-demographic dividend,"Agriculture, value added (% of GDP)",1952,
541,Late-demographic dividend,CO2 emissions (metric tons per capita),1952,
542,Late-demographic dividend,Domestic credit provided by financial sector (% of GDP),1952,
543,Late-demographic dividend,Electric power consumption (kWh per capita),1952,
544,Late-demographic dividend,Energy use (kg of oil equivalent per capita),1952,
545,Late-demographic dividend,Exports of goods and services (% of GDP),1952,
546,Late-demographic dividend,"Fertility rate, total (births per woman)",1952,
547,Late-demographic dividend,GDP growth (annual %),1952,
548,Late-demographic dividend,"GNI per capita, PPP (current international $)",1952,
549,Late-demographic dividend,"Gross enrollment ratio, primary, both sexes (%)",1952,
550,Late-demographic dividend,"Gross enrolment ratio, secondary, both sexes (%)",1952,
551,Late-demographic dividend,High-technology exports (% of manufactured exports),1952,
552,Late-demographic dividend,Imports of goods and services (% of GDP),1952,
553,Late-demographic dividend,Income share held by lowest 20%,1952,
554,Late-demographic dividend,"Industry, value added (% of GDP)",1952,
555,Late-demographic dividend,"Inflation, GDP deflator (annual %)",1952,
556,Late-demographic dividend,Internet users (per 100 people),1952,
557,Late-demographic dividend,"Life expectancy at birth, total (years)",1952,
558,Late-demographic dividend,Military expenditure (% of GDP),1952,
559,Late-demographic dividend,Mobile cellular subscriptions (per 100 people),1952,
560,Late-demographic dividend,Net lending (+) / net borrowing (-) (% of GDP),1952,
561,Late-demographic dividend,Population density (people per sq. km of land area),1952,
562,Late-demographic dividend,"Prevalence of HIV, total (% of population ages 15-49)",1952,
563,Late-demographic dividend,"Revenue, excluding grants (% of GDP)",1952,
564,Late-demographic dividend,"Services, etc., value added (% of GDP)",1952,
565,Late-demographic dividend,Tax revenue (% of GDP),1952,
566,Late-demographic dividend,Time required to start a business (days),1952,
567,Latin America & Caribbean,"Agriculture, value added (% of GDP)",1952,
568,Latin America & Caribbean,CO2 emissions (metric tons per capita),1952,
569,Latin America & Caribbean,Domestic credit provided by financial sector (% of GDP),1952,
570,Latin America & Caribbean,Electric power consumption (kWh per capita),1952,
571,Latin America & Caribbean,Energy use (kg of oil equivalent per capita),1952,
572,Latin America & Caribbean,Exports of goods and services (% of GDP),1952,
573,Latin America & Caribbean,"Fertility rate, total (births per woman)",1952,
574,Latin America & Caribbean,GDP growth (annual %),1952,
575,Latin America & Caribbean,"GNI per capita, PPP (current international $)",1952,
576,Latin America & Caribbean,"Gross enrollment ratio, primary, both sexes (%)",1952,
577,Latin America & Caribbean,"Gross enrolment ratio, secondary, both sexes (%)",1952,
578,Latin America & Caribbean,High-technology exports (% of manufactured exports),1952,
579,Latin America & Caribbean,Imports of goods and services (% of GDP),1952,
580,Latin America & Caribbean,Income share held by lowest 20%,1952,
581,Latin America & Caribbean,"Industry, value added (% of GDP)",1952,
582,Latin America & Caribbean,"Inflation, GDP deflator (annual %)",1952,
583,Latin America & Caribbean,Internet users (per 100 people),1952,
584,Latin America & Caribbean,"Life expectancy at birth, total (years)",1952,
585,Latin America & Caribbean,Military expenditure (% of GDP),1952,
586,Latin America & Caribbean,Mobile cellular subscriptions (per 100 people),1952,
587,Latin America & Caribbean,Net lending (+) / net borrowing (-) (% of GDP),1952,
588,Latin America & Caribbean,Population density (people per sq. km of land area),1952,
589,Latin America & Caribbean,"Prevalence of HIV, total (% of population ages 15-49)",1952,
590,Latin America & Caribbean,"Revenue, excluding grants (% of GDP)",1952,
591,Latin America & Caribbean,"Services, etc., value added (% of GDP)",1952,
